Fecha,flota,Modelo,Marca,Componente,Aceite Lubricante,cambioLubricanate,Contenido de agua %,Punto de inflamacion °C,Glicol %,Nitracion A/cm,Oxidación A/cm,Hollín %,Sulfatacion A/cm,Diesel %,N de part >4µm,N° de part >6µm,N° de part>14µm,Código ISO 4406,Viscosidad 100°C cSt(mm2/s),Viscosidad 40°C cSt(mm2/s),TAN mg KOH/g,TBN mg KOH/g,Plata (Ag) ppm,Aluminio (Al) ppm,Bario (Ba) ppm,Boro (B) ppm,Calcio (Ca) ppm,Cromo (Cr) ppm,Cobre (Cu) ppm,Hierro (Fe) ppm,Potasio (K) ppm,Magnesio (Mg) ppm,Molibdeno (Mo) ppm,Sodio (Na) ppm,Níquel (Ni) ppm,Plomo (Pb) ppm,Fósforo (P) ppm,Silicio (Si) ppm,Estaño (Sn) ppm,Titanio (Ti) ppm,Vanadio (V) ppm,Zinc (Zn) ppm,Residuo Ferroso Total mg/kg,Numero Muestra,Numero Registro,Numero Serie Equipo,Criticidad,Disponibilidad,Tiempo Parada,TRR,TMP,TBF,Confiabilidad
2025-04-11 02:30:00,548,KOMATSU 930 E4,KOMATSU,MANDO FINAL TRA.DER,MOBIL MOBILTRANS HD 30,Cambio Aceite,0.22,203,0.47,1,1,1.91,1,0.51,1855,2942,173,19/18/16,10.4,118.2,1.62,9,1,10,8,9,90,6,40,41,3,5,9,18,4,4,4,5,2,9,9,69,567,C01101,1101,LAJ530,Normal,0.9167,2,4,0.9333333333333332,22,81.8
2025-04-11 02:35:00,503,KOMATSU 930 E3,KOMATSU,MOTOR TRACCION DER,MOBIL SHC GEAR 680,Cambio Aceite,0.05,194,0.44,2,1,1.41,4,0.21,9156,1343,461,21/19/15,18.14,89.51,2.77,6,2,25,5,1,69,0,17,39,4,0,4,22,3,6,6,2,4,9,1,70,162,E01102,1102,LAJ682,Normal,0.9583,1,3,1.6333333333333333,23,87.0
2025-04-11 02:40:00,523,KOMATSU 930 E4SE,KOMATSU,MOTOR TRACCION IZQ,MOBIL SHC GEAR 680,Cambio Aceite,0.19,244,0.27,2,1,0.17,3,0.67,5831,1703,813,20/19/14,16.7,119.85,2.58,5,0,21,4,6,193,2,40,82,4,6,4,1,9,8,8,2,1,2,7,71,250,A01103,1103,LAJ446,Normal,0.9583,1,2,1.6,23,91.3
2025-04-11 02:45:00,920,CATERPILLAR 798AC-A,CATERPILLAR,MANDO FINAL TRA.IZQ,MOBIL MOBILTRANS HD 30,Cambio Aceite,0.03,241,0.08,3,3,1.92,4,0.87,6026,998,488,21/19/14,16.7,92.65,2.77,0,3,6,7,5,850,3,21,87,8,0,1,15,3,9,3,11,5,6,8,79,106,B01104,1104,LAJ360,Normal,0.75,6,0,1.3333333333333333,18,100.0
2025-04-11 02:50:00,901,CATERPILLAR 797F,CATERPILLAR,DIFERENCIAL TRA,MOBIL MOBILTRANS HD 30,Muestreo,0.45,201,0.06,4,1,0.34,0,0.23,2253,2732,327,21/17/14,19.67,83.69,0.55,1,4,19,9,7,83,7,21,31,6,7,8,23,6,0,9,3,4,2,9,78,408,B01105,1105,LAJ848,Normal,0.7917,5,0,1.5,19,100.0
2025-04-11 02:55:00,927,CATERPILLAR 798AC-P,CATERPILLAR,MASA DERECHA,MOBIL MOBILTRANS HD 30,Muestreo,0.99,183,0.23,1,1,0.26,3,0.97,8252,3494,806,21/16/14,19.68,95.88,1.01,2,1,16,0,9,404,3,33,21,1,9,6,0,7,8,5,8,4,6,8,65,307,B01106,1106,LAJ475,Normal,0.7917,5,0,1.1333333333333333,19,100.0
2025-04-11 03:00:00,554,KOMATSU 930 E3,KOMATSU,MOTOR,MOBIL DELVAC 15W40,Muestreo,0.94,212,0.06,3,4,0.11,3,0.62,9471,2389,936,20/19/16,10.83,114.19,1.27,6,3,22,8,8,417,9,44,24,7,5,5,14,3,2,4,13,9,7,5,31,98,C01107,1107,LAJ139,Normal,0.875,3,5,0.9333333333333332,21,76.2
2025-04-11 03:05:00,913,CATERPILLAR 798AC-A,CATERPILLAR,DIFERENCIAL DEL,MOBIL MOBILTRANS HD 30,Muestreo,0.49,214,0.36,4,4,0.31,1,0.48,7863,2912,463,18/19/16,19.54,84.11,0.86,5,3,15,8,4,703,6,47,72,8,8,5,23,2,6,8,14,2,6,7,48,549,D01108,1108,LAJ846,Normal,0.9583,1,1,2.966666666666667,23,95.7
2025-04-11 03:10:00,545,KOMATSU 930 E3,KOMATSU,MANDO FINAL,MOBIL MOBILTRANS HD 30,Cambio Aceite,0.83,188,0.05,2,2,1.16,3,0.5,7041,3862,710,20/16/13,17.27,112.0,1.57,3,4,18,6,7,334,4,7,278,6,6,7,19,8,8,5,29,5,6,8,30,463,D01109,1109,LAJ181,Critico,0.0,22,6,1.5666666666666669,0,0.0
2025-04-11 03:15:00,522,KOMATSU 930 E3,KOMATSU,MANDO FINAL TRA.IZQ,MOBIL MOBILTRANS HD 30,Muestreo,0.7,205,0.4,1,4,0.24,1,0.63,1118,2801,724,18/17/13,14.83,99.67,0.79,0,4,6,8,7,679,7,37,8,1,2,3,10,6,2,8,3,9,4,1,82,179,B01110,1110,LAJ443,Normal,0.7917,5,5,2.6333333333333333,19,73.7
2025-04-11 03:20:00,930,CATERPILLAR 798AC-P,CATERPILLAR,TRANSMISIÓN,MOBIL MOBILTRANS HD 30,Cambio Aceite,0.18,203,0.2,1,3,1.0,0,0.8,2372,4801,335,21/16/14,11.51,110.22,1.57,8,0,25,2,6,758,5,30,73,8,5,6,17,4,2,8,7,8,8,2,17,400,E01111,1111,LAJ638,Normal,0.7917,5,1,1.9666666666666663,19,94.7
2025-04-11 03:25:00,540,KOMATSU 930 E4,KOMATSU,DIFERENCIAL TRA,MOBIL MOBILTRANS HD 30,Muestreo,0.14,237,0.49,1,2,1.7,0,0.99,1576,730,720,20/16/13,12.45,116.22,2.75,4,0,17,6,0,994,8,36,40,8,4,1,8,8,3,4,11,6,8,7,68,420,B01112,1112,LAJ419,Normal,0.7917,5,6,1.7333333333333334,19,68.4
2025-04-11 03:30:00,934,CATERPILLAR 798AC-A,CATERPILLAR,MANDO FINAL TRA.DER,MOBIL MOBILTRANS HD 30,Cambio Aceite,0.33,182,0.32,3,2,1.36,4,0.01,8997,4948,302,18/17/14,16.92,103.61,2.73,3,4,11,0,3,869,2,23,127,4,1,7,27,5,8,3,20,3,0,3,38,489,C01113,1113,LAJ524,Atencion,0.7083,7,3,0.8666666666666667,17,82.4
2025-04-11 03:35:00,502,KOMATSU 930 E3,KOMATSU,MOTOR TRACCION IZQ,MOBIL SHC GEAR 680,Muestreo,0.65,206,0.15,1,3,0.01,2,0.51,2132,2565,314,20/18/14,10.5,90.42,1.43,1,3,29,4,6,409,1,41,0,4,2,9,29,1,5,3,13,9,8,6,6,548,C01114,1114,LAJ031,Normal,0.875,3,4,2.533333333333333,21,81.0
2025-04-11 03:40:00,517,KOMATSU 930 E4SE,KOMATSU,MASA DERECHA,MOBIL MOBILTRANS HD 30,Cambio Aceite,0.86,234,0.02,3,0,1.3,2,0.23,5159,1553,573,20/17/15,19.62,105.49,1.21,9,0,19,7,9,835,4,13,256,1,7,6,17,9,8,5,25,9,1,2,24,14,D01115,1115,LAJ310,Critico,0.0,22,6,0.0333333333333333,0,0.0
2025-04-11 03:45:00,936,CATERPILLAR 798AC-A,CATERPILLAR,DIFERENCIAL DEL,MOBIL MOBILTRANS HD 30,Cambio Aceite,0.76,184,0.14,2,2,1.46,4,0.55,6576,1841,279,19/17/16,17.69,118.32,0.91,2,4,23,3,9,881,8,47,90,5,6,5,26,4,6,4,10,7,7,6,32,122,A01116,1116,LAJ575,Normal,0.9167,2,3,2.6666666666666665,22,86.4
2025-04-11 03:50:00,562,KOMATSU 930 E5,KOMATSU,TRANSMISIÓN,MOBIL MOBILTRANS HD 30,Cambio Aceite,0.1,223,0.43,2,2,1.53,0,0.7,9764,854,207,20/19/15,19.44,116.7,1.87,7,2,9,6,3,449,3,47,24,9,8,1,24,7,7,0,4,4,7,1,86,485,A01117,1117,LAJ740,Normal,0.9167,2,6,1.9666666666666663,22,72.7
2025-04-11 03:55:00,566,KOMATSU 930 E4,KOMATSU,MANDO FINAL TRA.IZQ,MOBIL MOBILTRANS HD 30,Muestreo,0.27,193,0.09,0,0,0.93,1,0.23,5770,4608,923,18/16/16,19.98,96.07,1.89,4,2,28,3,0,609,6,19,5,7,0,0,9,9,4,4,0,0,8,3,18,305,C01118,1118,LAJ416,Normal,0.875,3,6,2.933333333333333,21,71.4
2025-04-11 04:00:00,560,KOMATSU 930 E5,KOMATSU,MANDO FINAL TRA.DER,MOBIL MOBILTRANS HD 30,Cambio Aceite,0.65,181,0.12,1,4,1.94,1,0.16,4513,2606,635,21/18/13,13.83,110.48,0.69,9,4,1,9,5,613,0,4,45,2,0,8,28,4,5,8,1,4,9,1,53,495,C01119,1119,LAJ659,Normal,0.875,3,3,0.1666666666666666,21,85.7
2025-04-11 04:05:00,924,CATERPILLAR 797F,CATERPILLAR,DIFERENCIAL TRA,MOBIL MOBILTRANS HD 30,Cambio Aceite,0.23,188,0.49,0,3,0.23,1,0.32,1816,4207,937,18/16/13,10.33,104.19,2.35,8,4,24,1,4,563,8,35,12,2,0,0,28,3,1,6,13,7,4,3,56,282,C01120,1120,LAJ485,Normal,0.8333,4,5,1.0,20,75.0
2025-04-11 04:10:00,564,KOMATSU 930 E4,KOMATSU,MOTOR,MOBIL DELVAC 15W40,Muestreo,0.9,221,0.33,3,1,1.51,0,0.68,4803,4579,422,19/18/15,12.77,103.24,1.31,7,3,21,1,2,863,0,44,283,1,5,9,25,9,8,3,34,5,2,3,35,44,C01121,1121,LAJ336,Critico,0.0,20,5,0.2,0,0.0
2025-04-11 04:15:00,910,CATERPILLAR 797F,CATERPILLAR,DIFERENCIAL TRA,MOBIL MOBILTRANS HD 30,Muestreo,0.7,196,0.32,0,4,1.94,0,0.55,4488,1445,662,18/16/16,18.92,100.34,0.48,6,4,17,3,2,586,3,1,66,4,5,0,18,1,6,1,2,1,1,9,12,138,D01122,1122,LAJ037,Normal,0.9167,2,3,0.5333333333333333,22,86.4
2025-04-11 04:20:00,526,KOMATSU 930 E5,KOMATSU,MASA DERECHA,MOBIL MOBILTRANS HD 30,Cambio Aceite,0.09,200,0.4,3,4,1.3,2,0.78,6535,1000,136,21/18/15,18.21,109.47,1.01,0,2,24,0,4,298,3,23,78,3,1,1,28,3,0,9,3,5,4,8,94,3,C01123,1123,LAJ248,Normal,0.8333,4,2,2.933333333333333,20,90.0
2025-04-11 04:25:00,555,KOMATSU 930 E4,KOMATSU,MOTOR TRACCION DER,MOBIL SHC GEAR 680,Cambio Aceite,0.95,195,0.21,3,4,1.98,4,0.72,4438,4937,374,18/19/16,11.18,113.39,0.99,1,4,1,7,7,531,3,35,59,2,7,8,9,2,2,2,3,2,4,5,36,254,A01124,1124,LAJ264,Normal,0.9167,2,0,2.0,22,100.0
2025-04-11 04:30:00,939,CATERPILLAR 797F,CATERPILLAR,SISTEMA HIDRAULICO,MOBIL DTE 24,Muestreo,0.07,249,0.07,3,0,0.31,4,0.59,7191,2233,748,21/17/15,15.32,80.19,1.45,8,0,22,1,5,896,5,7,64,5,7,4,29,6,4,6,13,3,1,0,4,577,D01125,1125,LAJ965,Normal,0.875,3,4,0.1333333333333333,21,81.0
2025-04-11 04:35:00,507,KOMATSU 930 E5,KOMATSU,MOTOR TRACCION IZQ,MOBIL SHC GEAR 680,Cambio Aceite,0.85,216,0.19,1,0,0.69,2,0.73,4270,4682,707,18/19/15,12.14,104.18,1.35,1,1,15,4,2,856,1,17,57,3,0,0,0,5,3,7,1,2,7,6,36,317,E01126,1126,LAJ176,Normal,0.875,3,3,2.2333333333333334,21,85.7
2025-04-11 04:40:00,519,KOMATSU 930 E4,KOMATSU,MASA DERECHA,MOBIL MOBILTRANS HD 30,Cambio Aceite,0.18,213,0.32,3,4,1.78,0,0.34,6142,3221,506,19/19/15,16.84,119.71,1.55,1,1,0,5,4,348,7,4,154,3,6,0,9,5,4,7,21,9,2,8,85,485,B01127,1127,LAJ333,Atencion,0.625,9,6,1.1,15,60.0
2025-04-11 04:45:00,908,CATERPILLAR 797F,CATERPILLAR,DIFERENCIAL DEL,MOBIL MOBILTRANS HD 30,Cambio Aceite,0.26,196,0.41,1,3,0.93,1,0.16,7169,2780,563,20/16/13,12.89,113.94,2.2,1,3,26,1,0,872,2,4,49,8,9,0,5,6,0,7,2,8,4,2,93,67,B01128,1128,LAJ447,Normal,0.7917,5,4,2.7333333333333334,19,78.9
2025-04-11 04:50:00,511,KOMATSU 930 E4SE,KOMATSU,MANDO FINAL,MOBIL MOBILTRANS HD 30,Cambio Aceite,0.6,247,0.03,3,1,1.58,3,0.44,9893,4331,117,20/17/15,12.7,93.94,2.69,8,3,14,2,6,634,8,34,40,8,6,8,28,6,4,3,0,4,2,7,60,550,C01129,1129,LAJ660,Normal,0.875,3,4,0.3333333333333333,21,81.0
2025-04-11 04:55:00,518,KOMATSU 930 E3,KOMATSU,MOTOR TRACCION IZQ,MOBIL SHC GEAR 680,Cambio Aceite,0.61,245,0.06,1,3,1.1,1,0.99,6064,4494,582,20/19/13,13.24,107.74,2.87,0,2,12,6,6,621,9,14,86,2,8,6,3,6,5,4,3,9,1,9,73,401,E01130,1130,LAJ419,Normal,0.8333,4,6,1.3666666666666667,20,70.0
2025-04-11 05:00:00,902,CATERPILLAR 798AC-A,CATERPILLAR,DIFERENCIAL TRA,MOBIL MOBILTRANS HD 30,Cambio Aceite,0.3,189,0.28,0,0,0.9,0,0.94,2829,1763,437,19/16/13,17.73,102.5,2.74,1,0,15,5,7,961,8,18,283,0,4,4,7,2,4,1,34,3,3,7,44,221,A01131,1131,LAJ860,Critico,0.0,15,1,0.7666666666666667,0,0.0
2025-04-11 05:05:00,928,CATERPILLAR 798AC-A,CATERPILLAR,DIFERENCIAL TRA,MOBIL MOBILTRANS HD 30,Cambio Aceite,0.72,186,0.32,1,1,0.68,0,0.42,6549,2964,417,20/19/13,17.81,88.9,2.88,4,0,14,1,9,309,6,24,41,5,0,5,4,4,8,7,10,4,5,8,89,524,B01132,1132,LAJ171,Normal,0.75,6,4,1.6333333333333333,18,77.8
2025-04-11 05:10:00,500,KOMATSU 930 E3,KOMATSU,MANDO FINAL TRA.IZQ,MOBIL MOBILTRANS HD 30,Cambio Aceite,0.34,235,0.23,4,4,0.57,4,0.82,8954,3214,510,19/16/14,12.34,81.75,0.62,7,1,9,6,8,735,8,35,72,8,8,3,10,6,1,6,8,7,8,5,62,404,D01133,1133,LAJ665,Normal,0.7917,5,2,1.4666666666666666,19,89.5
2025-04-11 05:15:00,563,KOMATSU 930 E3,KOMATSU,MOTOR TRACCION DER,MOBIL SHC GEAR 680,Muestreo,0.94,210,0.38,0,4,0.47,0,0.8,6894,2546,981,18/19/14,10.81,117.5,2.22,5,0,5,3,7,810,4,2,83,9,9,2,2,4,4,2,15,2,4,4,8,517,A01134,1134,LAJ599,Normal,0.75,6,2,1.4666666666666666,18,88.9
2025-04-11 05:20:00,565,KOMATSU 930 E4,KOMATSU,DIFERENCIAL TRA,MOBIL MOBILTRANS HD 30,Cambio Aceite,0.9,247,0.04,4,1,0.37,1,0.63,7363,2119,705,19/18/13,19.59,98.83,0.76,2,2,18,7,3,330,3,5,248,6,0,8,25,6,6,7,49,9,9,1,90,519,E01135,1135,LAJ103,Critico,0.0,19,1,2.7333333333333334,0,0.0
2025-04-11 05:25:00,916,CATERPILLAR 797F,CATERPILLAR,TRANSMISIÓN,MOBIL MOBILTRANS HD 30,Muestreo,0.83,204,0.09,0,3,0.59,2,0.07,9007,654,965,20/16/15,11.33,118.9,1.59,4,0,4,1,8,963,0,38,121,6,2,2,6,7,2,8,20,8,0,6,28,182,A01136,1136,LAJ548,Atencion,0.75,6,0,1.9,18,100.0
2025-04-11 05:30:00,529,KOMATSU 930 E5,KOMATSU,SISTEMA HIDRAULICO,MOBIL DTE 24,Muestreo,0.13,220,0.46,0,0,0.79,2,0.79,1241,4698,387,18/18/16,12.34,117.99,1.8,9,4,18,2,4,690,0,28,24,4,3,0,21,3,3,4,11,7,0,6,70,494,B01137,1137,LAJ715,Normal,0.75,6,2,2.6666666666666665,18,88.9
2025-04-11 05:35:00,504,KOMATSU 930 E4,KOMATSU,SISTEMA HIDRAULICO,MOBIL DTE 24,Muestreo,0.07,209,0.27,3,1,1.78,4,0.55,8767,1241,734,18/19/16,17.95,95.98,2.85,0,2,17,2,8,887,7,7,19,8,9,0,27,8,7,4,6,4,7,3,84,125,D01138,1138,LAJ686,Normal,0.7917,5,5,2.7,19,73.7
2025-04-11 05:40:00,535,KOMATSU 930 E4SE,KOMATSU,MANDO FINAL,MOBIL MOBILTRANS HD 30,Cambio Aceite,0.01,201,0.09,4,1,0.33,4,0.99,8252,1942,851,19/19/15,19.44,80.78,1.36,8,1,8,3,6,413,4,2,6,4,6,3,13,1,7,5,15,2,0,7,94,524,B01139,1139,LAJ622,Normal,0.9167,2,5,2.4,22,77.3
2025-04-11 05:45:00,557,KOMATSU 930 E3,KOMATSU,MASA IZQUIERDA,MOBIL MOBILTRANS HD 30,Cambio Aceite,0.34,249,0.27,3,4,1.36,4,0.09,7014,1016,574,20/17/13,19.69,115.6,1.9,9,3,23,3,5,855,2,43,27,8,1,1,17,9,0,4,7,9,6,2,88,580,D01140,1140,LAJ135,Normal,0.875,3,3,2.1666666666666665,21,85.7
2025-04-11 05:50:00,926,CATERPILLAR 798AC-P,CATERPILLAR,DIFERENCIAL DEL,MOBIL MOBILTRANS HD 30,Muestreo,0.71,234,0.16,2,1,1.17,1,0.17,3237,2435,619,19/19/16,11.79,103.07,1.52,5,1,19,7,0,15,8,5,84,5,8,3,12,3,3,9,14,3,0,4,84,339,B01141,1141,LAJ509,Normal,0.7917,5,6,2.933333333333333,19,68.4
2025-04-11 05:55:00,904,CATERPILLAR 798AC-A,CATERPILLAR,MOTOR TRACCION IZQ,MOBIL SHC GEAR 680,Cambio Aceite,0.73,202,0.4,0,3,1.32,3,0.39,4272,2878,707,21/17/14,18.04,94.29,2.3,5,2,20,4,3,991,1,9,114,9,0,8,13,7,2,9,16,8,5,5,59,381,C01142,1142,LAJ139,Atencion,0.6667,8,0,0.3666666666666666,16,100.0
2025-04-11 06:00:00,543,KOMATSU 930 E4SE,KOMATSU,DIFERENCIAL DEL,MOBIL MOBILTRANS HD 30,Muestreo,0.54,219,0.32,4,2,1.23,2,0.07,4790,1585,616,18/17/16,10.83,82.96,2.34,9,0,28,0,6,558,1,5,210,2,5,3,23,3,8,0,31,1,3,5,87,458,D01143,1143,LAJ118,Critico,0.0,14,4,1.4,0,0.0
2025-04-11 06:05:00,521,KOMATSU 930 E3,KOMATSU,MOTOR TRACCION DER,MOBIL SHC GEAR 680,Cambio Aceite,0.7,192,0.12,4,3,0.46,0,0.82,7386,4286,935,21/19/15,16.58,101.05,0.69,5,4,5,9,8,862,5,16,21,8,6,9,11,8,1,7,14,1,1,6,39,461,D01144,1144,LAJ558,Normal,0.75,6,2,2.8,18,88.9
2025-04-11 06:10:00,542,KOMATSU 930 E4,KOMATSU,MOTOR TRACCION DER,MOBIL SHC GEAR 680,Cambio Aceite,0.64,201,0.33,4,1,0.68,0,0.74,4202,515,973,19/18/14,18.99,117.44,2.03,9,0,21,8,0,906,6,15,53,9,1,4,23,4,7,5,11,9,2,2,64,76,B01145,1145,LAJ298,Normal,0.7917,5,5,1.4333333333333331,19,73.7
2025-04-11 06:15:00,923,CATERPILLAR 797F,CATERPILLAR,MANDO FINAL TRA.DER,MOBIL MOBILTRANS HD 30,Muestreo,0.2,191,0.49,1,1,0.0,3,0.05,3047,2930,349,19/16/14,12.91,108.51,2.3,8,3,23,0,6,781,3,47,144,9,0,9,20,0,9,3,24,8,2,2,53,283,C01146,1146,LAJ461,Atencion,0.6667,8,5,0.1666666666666666,16,68.8
2025-04-11 06:20:00,530,KOMATSU 930 E4,KOMATSU,MANDO FINAL TRA.DER,MOBIL MOBILTRANS HD 30,Cambio Aceite,0.55,249,0.27,2,4,1.69,4,0.75,8449,2359,191,19/18/14,16.4,113.97,0.26,4,0,20,8,8,571,0,8,28,0,7,2,14,6,5,2,10,9,6,9,67,302,B01147,1147,LAJ660,Normal,0.7917,5,0,0.4333333333333333,19,100.0
2025-04-11 06:25:00,929,CATERPILLAR 797F,CATERPILLAR,SISTEMA HIDRAULICO,MOBIL DTE 24,Muestreo,0.59,202,0.24,1,3,0.59,4,0.77,7289,2178,605,19/17/14,12.01,112.03,2.32,9,0,15,7,5,710,5,30,98,2,2,2,21,3,7,7,14,0,0,1,26,50,A01148,1148,LAJ461,Normal,0.75,6,4,2.1333333333333333,18,77.8
2025-04-11 06:30:00,541,KOMATSU 930 E5,KOMATSU,MANDO FINAL TRA.DER,MOBIL MOBILTRANS HD 30,Cambio Aceite,0.36,220,0.46,2,1,1.23,1,0.88,6946,1769,483,20/17/13,10.92,89.51,2.6,3,1,17,0,3,769,5,38,66,5,8,9,2,5,0,9,14,8,1,5,9,217,A01149,1149,LAJ581,Normal,0.8333,4,3,0.8666666666666667,20,85.0
2025-04-11 06:35:00,911,CATERPILLAR 797F,CATERPILLAR,MASA IZQUIERDA,MOBIL MOBILTRANS HD 30,Muestreo,0.4,187,0.03,0,3,1.48,3,0.02,3875,3469,950,19/18/14,14.82,99.34,1.84,2,0,6,5,2,739,2,38,61,1,4,6,9,0,1,6,2,4,2,6,61,245,B01150,1150,LAJ224,Normal,0.9167,2,3,0.8,22,86.4
2025-04-11 06:40:00,525,KOMATSU 930 E4,KOMATSU,MANDO FINAL TRA.DER,MOBIL MOBILTRANS HD 30,Cambio Aceite,0.29,243,0.29,4,4,1.42,4,0.32,9593,3227,636,20/16/15,15.81,119.98,2.69,4,4,1,8,7,750,0,16,74,8,5,2,22,9,9,7,15,1,5,9,14,54,E01151,1151,LAJ569,Normal,0.875,3,5,2.033333333333333,21,76.2
2025-04-11 06:45:00,938,CATERPILLAR 798AC-P,CATERPILLAR,MOTOR TRACCION DER,MOBIL SHC GEAR 680,Cambio Aceite,0.58,220,0.46,4,0,1.71,3,0.55,3342,3637,784,18/19/15,17.88,98.42,2.04,2,1,8,8,6,405,5,30,73,0,7,9,10,5,3,4,11,6,8,8,61,461,D01152,1152,LAJ920,Normal,0.7917,5,6,1.0333333333333334,19,68.4
2025-04-11 06:50:00,528,KOMATSU 930 E5,KOMATSU,DIFERENCIAL DEL,MOBIL MOBILTRANS HD 30,Cambio Aceite,0.74,236,0.16,0,4,1.17,1,0.07,1126,4392,875,18/16/14,11.28,106.29,1.51,7,3,8,7,0,993,8,23,20,0,8,7,23,3,6,6,3,9,7,1,47,25,D01153,1153,LAJ687,Normal,0.7917,5,3,2.433333333333333,19,84.2
2025-04-11 06:55:00,546,KOMATSU 930 E5,KOMATSU,MANDO FINAL TRA.DER,MOBIL MOBILTRANS HD 30,Muestreo,0.08,241,0.28,3,4,1.79,4,0.68,6932,1959,510,20/16/15,17.8,102.19,1.13,8,1,11,1,8,514,2,13,235,9,9,8,0,1,4,2,42,9,5,1,51,94,C01154,1154,LAJ976,Critico,0.0,22,6,0.4,0,0.0
2025-04-11 07:00:00,509,KOMATSU 930 E5,KOMATSU,MASA IZQUIERDA,MOBIL MOBILTRANS HD 30,Cambio Aceite,0.98,198,0.35,2,3,0.93,3,0.71,1377,3473,466,20/18/15,15.46,117.25,1.12,7,2,21,5,7,206,0,10,79,1,2,6,26,9,8,2,5,9,2,5,86,26,C01155,1155,LAJ662,Normal,0.75,6,1,0.4,18,94.4
2025-04-11 07:05:00,905,CATERPILLAR 798AC-P,CATERPILLAR,MASA IZQUIERDA,MOBIL MOBILTRANS HD 30,Muestreo,0.8,207,0.38,1,3,0.65,2,0.45,5560,2808,873,20/18/14,15.38,112.2,0.83,8,0,20,4,9,420,0,26,107,2,8,3,12,4,7,2,21,0,9,9,72,560,A01156,1156,LAJ985,Atencion,0.5833,10,3,2.1333333333333333,14,78.6
2025-04-11 07:10:00,512,KOMATSU 930 E5,KOMATSU,MOTOR TRACCION IZQ,MOBIL SHC GEAR 680,Cambio Aceite,0.87,214,0.07,3,4,1.68,1,0.91,5460,2875,558,18/18/14,12.44,90.62,1.89,9,2,29,4,9,670,5,26,289,2,9,1,17,6,5,6,41,7,6,2,93,276,C01157,1157,LAJ332,Critico,0.0,24,6,2.566666666666667,0,0.0
2025-04-11 07:15:00,932,CATERPILLAR 798AC-P,CATERPILLAR,DIFERENCIAL DEL,MOBIL MOBILTRANS HD 30,Muestreo,0.53,220,0.21,1,0,0.86,0,0.91,4706,3131,598,20/17/16,15.13,112.66,1.77,0,3,27,2,2,475,5,4,97,9,6,9,25,9,6,0,12,2,1,1,47,298,C01158,1158,LAJ844,Normal,0.8333,4,0,1.0,20,100.0
2025-04-11 07:20:00,510,KOMATSU 930 E3,KOMATSU,MANDO FINAL,MOBIL MOBILTRANS HD 30,Cambio Aceite,0.84,246,0.24,3,3,1.44,4,0.48,4345,633,767,20/17/15,18.64,83.12,1.6,3,3,8,5,2,490,6,3,37,6,0,7,26,4,9,4,9,0,4,5,87,314,A01159,1159,LAJ084,Normal,0.875,3,3,2.0,21,85.7
2025-04-11 07:25:00,531,KOMATSU 930 E3,KOMATSU,MANDO FINAL,MOBIL MOBILTRANS HD 30,Cambio Aceite,0.05,198,0.11,4,3,0.28,0,0.72,1940,3044,390,20/17/13,11.83,111.42,0.16,2,3,0,3,4,354,9,13,20,4,5,8,16,4,6,1,0,7,1,3,61,272,D01160,1160,LAJ949,Normal,0.8333,4,2,2.966666666666667,20,90.0
2025-04-11 07:30:00,552,KOMATSU 930 E5,KOMATSU,SISTEMA HIDRAULICO,MOBIL DTE 24,Cambio Aceite,0.12,207,0.13,0,3,1.06,2,0.23,4758,3262,955,19/19/14,16.27,81.99,1.89,6,0,12,5,5,232,0,10,21,4,5,3,14,9,3,6,8,8,3,0,32,385,E01161,1161,LAJ254,Normal,0.9167,2,4,0.6,22,81.8
2025-04-11 07:35:00,919,CATERPILLAR 798AC-A,CATERPILLAR,MASA DERECHA,MOBIL MOBILTRANS HD 30,Cambio Aceite,0.95,193,0.3,3,1,1.61,4,0.17,8305,4498,928,20/16/16,18.3,87.75,1.4,8,3,15,2,6,0,6,30,122,4,7,9,12,7,4,5,22,1,3,6,79,530,E01162,1162,LAJ503,Atencion,0.75,6,3,2.7333333333333334,18,83.3
2025-04-11 07:40:00,556,KOMATSU 930 E4,KOMATSU,TRANSMISIÓN,MOBIL MOBILTRANS HD 30,Cambio Aceite,0.74,200,0.05,3,4,1.61,0,0.14,1366,1570,973,20/17/15,18.29,87.29,1.15,3,1,20,6,9,395,4,34,93,2,7,5,24,8,3,4,0,1,6,1,41,261,A01163,1163,LAJ084,Normal,0.75,6,6,1.3333333333333333,18,66.7
2025-04-11 07:45:00,520,KOMATSU 930 E3,KOMATSU,DIFERENCIAL TRA,MOBIL MOBILTRANS HD 30,Muestreo,0.23,222,0.09,0,2,0.89,0,0.64,1478,3118,436,20/16/14,11.36,108.54,1.12,4,2,4,8,5,939,1,42,200,5,3,8,29,6,3,5,34,1,0,0,75,139,D01164,1164,LAJ917,Critico,0.0,23,2,2.8666666666666667,0,0.0
2025-04-11 07:50:00,925,CATERPILLAR 798AC-A,CATERPILLAR,MANDO FINAL,MOBIL MOBILTRANS HD 30,Muestreo,0.23,187,0.35,4,4,1.72,1,0.13,5864,1491,623,21/19/14,14.45,104.31,1.07,9,1,1,0,2,959,9,5,82,8,5,2,20,0,5,8,4,3,5,3,10,548,C01165,1165,LAJ406,Normal,0.75,6,5,2.033333333333333,18,72.2
